Pic\Features,s-ASM,s-CON,s-COR,s-VAR,s-IDM,s-SAV,s-SEN,s-SVA,s-ENT,s-DEN,s-DVA,s-DIS,s-CLS,s-CLP,s-MIP,s-MAP,s-MEA,s-IMIN,s-IMAX,s-IMEA,p-ASM,p-CON,p-COR,p-VAR,p-IDM,p-SAV,p-SEN,p-SVA,p-ENT,p-DEN,p-DVA,p-DIS,p-CLS,p-CLP,p-MIP,p-MAP,p-MEA,P-IMIN,P-IMAX,P-IMEA
2015040118495300128-.bmp,0.003678321,10.86081116,0.985221848,367.4617405,0.354199542,40.14051252,4.504996454,2728.876156,6.24746771,1.965022197,1.02E-04,2.371387585,204515.0099,5.06E+07,0,0.00969614,20.07025626,0,0,0,0.001443731,25.24659624,0.986412042,929.00629,0.257643234,66.34197966,5.155462037,7434.568502,7.291882122,2.373521248,8.25E-05,3.689071466,387426.3786,9.56E+07,0,0.01024061,33.17098983,0,0,0
2015040118495300131-.bmp,0.010350722,6.600681403,0.99358444,514.4275654,0.49937495,32.065268,4.243916084,2825.137202,5.501212185,1.633916121,1.24E-04,1.577037689,385918.6338,1.07E+08,0,0.032345462,16.032634,0,0,0,0.013156346,11.09531821,0.987432979,441.4458273,0.356293135,20.71960094,3.585188351,2048.276086,5.199140007,1.961042748,1.01E-04,2.35969614,344489.0025,8.90E+07,0,0.038856286,10.35980047,0,0,0
2015040118495300133-.bmp,0.004941949,19.37967853,0.992420781,1278.47469,0.316690871,50.1161548,4.679189017,7159.036941,6.559487412,2.205161987,9.22E-05,3.032775822,840470.0928,2.20E+08,0,0.021191967,25.0580774,0,0,0,0.010489525,568.6569151,0.805960693,1465.313716,0.135663158,73.62013889,4.34430754,10091.73876,6.105735806,3.073051305,5.96E-05,17.89198944,514872.7338,1.18E+08,0,0.080262128,36.81006944,0,0,0
2015040118495300134-.bmp,0.013086964,5.806334768,0.993625926,455.4649863,0.499494751,27.52570097,4.117557644,2363.994784,5.367312325,1.623461969,1.24E-04,1.540489697,337907.4158,9.31E+07,0,0.048422014,13.76285048,0,0,0,0.013218273,1013.426604,0.510374004,1034.898691,0.136375436,65.57445879,3.850156737,6936.057622,5.485316101,2.966723058,6.19E-05,24.22584768,252121.0395,5.50E+07,0,0.086580595,32.78722939,0,0,0
2015040118495300135-.bmp,0.009212478,8.945233438,0.991109189,503.0605912,0.41310763,29.30643584,4.185733293,2634.346828,5.700191658,1.841728351,1.10E-04,2.020468179,339385.2945,8.80E+07,0,0.029613328,14.65321792,0,0,0,0.031294983,286.7199074,0.840784925,900.4169605,0.204490286,38.12679969,3.471686036,4515.924837,5.029083527,2.652969271,7.55E-05,12.23425926,613697.6307,1.55E+08,0,0.148842593,19.06339984,0,0,0
2015040118495300136-.bmp,0.009973263,33.34714724,0.965274164,480.1489435,0.25218352,25.97644431,4.012911055,2369.64542,5.978818571,2.523355716,7.53E-05,4.241506912,330488.6185,8.14E+07,0,0.066546035,12.98822216,0,0,0,0.078320668,2062.844112,0.014517736,1046.616559,0.281249756,49.15351461,2.728254541,4278.926895,3.707575071,2.431518984,8.74E-05,31.806488,106534.513,1.84E+07,0,0.251574726,24.5767573,0,0,0
2015040118495300139-.bmp,0.001676086,22.05453182,0.977120089,481.9628001,0.256877717,50.04666145,4.8370634,3949.704424,6.963105031,2.320404461,8.39E-05,3.528703704,191750.6061,4.41E+07,0,0.006315206,25.02333073,0,0,0,0.007396619,242.7475841,0.772343331,533.1440227,0.137421703,46.33284103,4.363511853,3651.253098,6.170211521,3.108552427,5.76E-05,11.87285798,174869.3607,3.70E+07,0,0.062806468,23.16642051,0,0,0
2015040118495300141-.bmp,0.00337701,12.53453965,0.981511412,338.9804487,0.342764044,41.03143584,4.640582004,2667.681498,6.43235095,2.050546034,9.75E-05,2.566327595,106127.1963,2.58E+07,0,0.014377934,20.51571792,0,0,0,0.009956106,714.2357134,0.671077683,1085.72097,0.128040549,68.15339071,4.148214286,7725.310775,5.881329007,3.053474383,5.94E-05,20.30027387,282757.5881,5.95E+07,0,0.074830464,34.07669536,0,0,0
2015040118495300143-.bmp,0.011168088,10.96196857,0.993107506,795.2106308,0.464998414,38.02068662,4.410450071,4299.528556,5.804964631,1.833457005,1.15E-04,1.979006912,488587.5429,1.17E+08,0,0.039951748,19.01034331,0,0,0,0.012099226,7.198330725,0.994513231,655.9716898,0.486049201,37.25605112,4.377426229,3697.692403,5.691024236,1.690448094,1.21E-04,1.66735133,411091.5682,1.08E+08,0,0.046755999,18.62802556,0,0,0
2015040118495300145-.bmp,0.002908455,14.4541308,0.986456051,533.6010655,0.314083942,42.53434077,4.629888487,3556.697634,6.513402134,2.099349089,9.48E-05,2.765248435,335156.5397,8.79E+07,0,0.009516823,21.26717038,0,0,0,0.001150082,258.8536483,0.895781982,1241.885291,0.095309761,87.46875,5.252963458,11468.12307,7.4921098,3.388510457,4.89E-05,12.51558751,370866.0856,9.30E+07,0,0.015567945,43.734375,0,0,0
